symbol,fyers_symbol,industry,cmp,avg_volume,avg_turnover,data_days,range_low,range_high,range_width_pts,range_width_pct,support_touches,resistance_touches,containment_pct,range_valid,range_reject,range_position,in_bottom_zone,below_range,breakdown,strong_downtrend,grid_gap_pts,total_levels,grids_to_bottom,order_qty,order_value,gross_profit,rt_cost,net_profit,init_buy_qty,cash_reserve,grid_viable,grid_reject,final_status,final_reason
HINDZINC,NSE:HINDZINC-EQ,Metals & Mining,643.45,6569400,3859724214,60,503.05,653.59,150.53,29.92,0,0,0,False,range too wide: 29.92% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.92% > 20.0%
HONASA,NSE:HONASA-EQ,Fast Moving Consumer Goods,397.3,2122284,767683421,60,267.32,366.16,98.84,36.97,0,0,0,False,range too wide: 36.97% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.97% > 20.0%
HUDCO,NSE:HUDCO-EQ,Financial Services,206.3,4897905,964848254,60,164.83,230.54,65.71,39.87,0,0,0,False,range too wide: 39.87% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.87% > 20.0%
HYUNDAI,NSE:HYUNDAI-EQ,Automobile and Auto Components,1874.0,1033802,1917390577,60,1698.11,2180.93,482.82,28.43,0,0,0,False,range too wide: 28.43% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.43% > 20.0%
ICICIPRULI,NSE:ICICIPRULI-EQ,Financial Services,521.9,1534082,846305654,60,503.8,665.58,161.78,32.11,0,0,0,False,range too wide: 32.11% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.11% > 20.0%
IDBI,NSE:IDBI-EQ,Financial Services,73.02,18083984,1463468406,60,64.94,115.33,50.4,77.61,0,0,0,False,range too wide: 77.61% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 77.61% > 20.0%
IDFCFIRSTB,NSE:IDFCFIRSTB-EQ,Financial Services,70.02,37053272,2509666473,60,59.86,72.29,12.42,20.75,0,0,0,False,range too wide: 20.75% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.75% > 20.0%
IFCI,NSE:IFCI-EQ,Financial Services,64.05,21887355,1286526274,60,49.93,65.62,15.69,31.43,0,0,0,False,range too wide: 31.43% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.43% > 20.0%
IIFL,NSE:IIFL-EQ,Financial Services,479.65,2678229,1225490938,60,420.85,505.05,84.2,20.01,0,0,0,False,range too wide: 20.01% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.01% > 20.0%
IRCON,NSE:IRCON-EQ,Construction,139.97,5506692,786371656,60,118.64,161.5,42.86,36.13,0,0,0,False,range too wide: 36.13% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.13% > 20.0%
ITCHOTELS,NSE:ITCHOTELS-EQ,Consumer Services,154.7,5499460,853186417,60,139.96,178.47,38.52,27.52,0,0,0,False,range too wide: 27.52% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.52% > 20.0%
ITI,NSE:ITI-EQ,Telecommunication,300.35,5696475,1627823137,60,244.8,310.87,66.07,26.99,0,0,0,False,range too wide: 26.99% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.99% > 20.0%
INDIACEM,NSE:INDIACEM-EQ,Construction Materials,404.25,750768,315968990,60,347.39,429.8,82.42,23.72,0,0,0,False,range too wide: 23.72% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.72% > 20.0%
INDIANB,NSE:INDIANB-EQ,Financial Services,832.85,2260062,2006580506,60,806.84,990.78,183.94,22.8,0,0,0,False,range too wide: 22.80% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.80% > 20.0%
IOC,NSE:IOC-EQ,Oil Gas & Consumable Fuels,141.98,20090561,2998389015,60,131.64,182.47,50.83,38.61,0,0,0,False,range too wide: 38.61% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 38.61% > 20.0%
IRCTC,NSE:IRCTC-EQ,Consumer Services,538.25,2126389,1175769234,60,504.75,595.15,90.41,17.91,6,1,0,False,resistance touches 1 < 2,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,resistance touches 1 < 2
IREDA,NSE:IREDA-EQ,Financial Services,128.96,9875159,1242118417,60,111.26,139.75,28.48,25.6,0,0,0,False,range too wide: 25.60% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.60% > 20.0%
INDUSINDBK,NSE:INDUSINDBK-EQ,Financial Services,927.7,3226940,2776893220,60,765.47,956.05,190.57,24.9,0,0,0,False,range too wide: 24.90% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.90% > 20.0%
INOXWIND,NSE:INOXWIND-EQ,Capital Goods,96.27,14878120,1379644154,60,76.77,106.82,30.06,39.15,0,0,0,False,range too wide: 39.15% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.15% > 20.0%
INTELLECT,NSE:INTELLECT-EQ,Information Technology,710.6,611637,437173643,60,625.51,790.03,164.52,26.3,0,0,0,False,range too wide: 26.30% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.30% > 20.0%
INDIGO,NSE:INDIGO-EQ,Services,4489.0,1667480,7282738542,60,4018.45,4865.09,846.64,21.07,0,0,0,False,range too wide: 21.07% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.07% > 20.0%
IGIL,NSE:IGIL-EQ,Services,383.4,664225,228473698,60,309.76,381.86,72.1,23.28,0,0,0,False,range too wide: 23.28% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.28% > 20.0%
JBMA,NSE:JBMA-EQ,Automobile and Auto Components,638.6,2931898,1743940997,60,495.94,672.33,176.39,35.57,0,0,0,False,range too wide: 35.57% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 35.57% > 20.0%
JKTYRE,NSE:JKTYRE-EQ,Automobile and Auto Components,393.5,1359511,575897258,60,362.47,532.01,169.54,46.77,0,0,0,False,range too wide: 46.77% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 46.77% > 20.0%
JMFINANCIL,NSE:JMFINANCIL-EQ,Financial Services,132.4,2795817,361262304,60,115.38,144.55,29.17,25.28,0,0,0,False,range too wide: 25.28% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.28% > 20.0%
JSWCEMENT,NSE:JSWCEMENT-EQ,Construction Materials,131.88,4911036,641733889,60,112.38,137.4,25.02,22.26,0,0,0,False,range too wide: 22.26% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.26% > 20.0%
JSWENERGY,NSE:JSWENERGY-EQ,Power,579.75,4042381,2113462315,60,466.29,579.0,112.71,24.17,0,0,0,False,range too wide: 24.17% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.17% > 20.0%
JAINREC,NSE:JAINREC-EQ,Metals & Mining,401.7,2608313,1183972539,60,372.9,580.86,207.96,55.77,0,0,0,False,range too wide: 55.77% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 55.77% > 20.0%
J&KBANK,NSE:J&KBANK-EQ,Financial Services,140.29,7288489,902696955,60,109.3,142.17,32.87,30.07,0,0,0,False,range too wide: 30.07% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.07% > 20.0%
JINDALSAW,NSE:JINDALSAW-EQ,Capital Goods,231.3,6831251,1392874540,60,165.84,247.09,81.25,48.99,0,0,0,False,range too wide: 48.99% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 48.99% > 20.0%
JUBLFOOD,NSE:JUBLFOOD-EQ,Consumer Services,429.05,3326728,1517331293,60,425.5,525.03,99.53,23.39,0,0,0,False,range too wide: 23.39% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.39% > 20.0%
JWL,NSE:JWL-EQ,Capital Goods,290.2,4861744,1378706454,60,246.58,305.62,59.04,23.94,0,0,0,False,range too wide: 23.94% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.94% > 20.0%
JYOTICNC,NSE:JYOTICNC-EQ,Capital Goods,661.15,1096652,806477121,60,664.14,845.17,181.04,27.26,0,0,0,False,range too wide: 27.26% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.26% > 20.0%
KPITTECH,NSE:KPITTECH-EQ,Information Technology,768.65,2336728,1683187220,60,643.83,805.17,161.34,25.06,0,0,0,False,range too wide: 25.06% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.06% > 20.0%
KALYANKJIL,NSE:KALYANKJIL-EQ,Consumer Durables,353.6,5980758,2344606998,60,342.0,448.48,106.48,31.13,0,0,0,False,range too wide: 31.13% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.13% > 20.0%
KARURVYSYA,NSE:KARURVYSYA-EQ,Financial Services,292.85,3603145,1054089499,60,262.71,338.05,75.34,28.68,0,0,0,False,range too wide: 28.68% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.68% > 20.0%
KAYNES,NSE:KAYNES-EQ,Capital Goods,3273.4,1672141,6166589559,60,3098.6,4451.31,1352.71,43.66,0,0,0,False,range too wide: 43.66% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 43.66% > 20.0%
KEC,NSE:KEC-EQ,Construction,499.25,1362464,751424334,60,481.25,601.37,120.12,24.96,0,0,0,False,range too wide: 24.96% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.96% > 20.0%
KFINTECH,NSE:KFINTECH-EQ,Financial Services,826.5,1132894,1022505282,60,808.86,1004.2,195.34,24.15,0,0,0,False,range too wide: 24.15% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.15% > 20.0%
LTF,NSE:LTF-EQ,Financial Services,281.25,6966003,1927421481,60,242.85,305.01,62.16,25.6,0,0,0,False,range too wide: 25.60% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.60% > 20.0%
LGEINDIA,NSE:LGEINDIA-EQ,Consumer Durables,1515.1,785447,1195372089,60,1379.12,1634.78,255.66,18.54,1,4,0,False,support touches 1 < 2,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,support touches 1 < 2
LICHSGFIN,NSE:LICHSGFIN-EQ,Financial Services,542.0,1860578,988975994,60,483.0,587.96,104.96,21.73,0,0,0,False,range too wide: 21.73% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.73% > 20.0%
LT,NSE:LT-EQ,Construction,4029.3,3672770,14085480379,60,3409.33,4306.47,897.14,26.31,0,0,0,False,range too wide: 26.31% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.31% > 20.0%
LATENTVIEW,NSE:LATENTVIEW-EQ,Information Technology,317.75,2554990,782192649,60,256.48,344.38,87.89,34.27,0,0,0,False,range too wide: 34.27% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 34.27% > 20.0%
LAURUSLABS,NSE:LAURUSLABS-EQ,Healthcare,1373.1,2029920,2287507389,60,957.18,1363.43,406.25,42.44,0,0,0,False,range too wide: 42.44% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 42.44% > 20.0%
LEMONTREE,NSE:LEMONTREE-EQ,Consumer Services,117.25,5613322,646917426,60,100.8,122.93,22.13,21.95,0,0,0,False,range too wide: 21.95% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.95% > 20.0%
LLOYDSME,NSE:LLOYDSME-EQ,Metals & Mining,1851.2,732281,1092559360,60,1135.62,1815.96,680.34,59.91,0,0,0,False,range too wide: 59.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 59.91% > 20.0%
LODHA,NSE:LODHA-EQ,Realty,903.1,2978827,2453960346,60,686.19,1013.89,327.71,47.76,0,0,0,False,range too wide: 47.76% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 47.76% > 20.0%
MMTC,NSE:MMTC-EQ,Services,65.08,6736948,428445902,60,52.09,69.02,16.93,32.5,0,0,0,False,range too wide: 32.50% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.50% > 20.0%
M&MFIN,NSE:M&MFIN-EQ,Financial Services,307.7,2949054,931015608,60,283.65,380.54,96.89,34.16,0,0,0,False,range too wide: 34.16% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 34.16% > 20.0%
M&M,NSE:M&M-EQ,Automobile and Auto Components,3111.0,3271811,10313656409,60,2934.66,3443.36,508.7,17.33,6,1,0,False,resistance touches 1 < 2,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,resistance touches 1 < 2
MANAPPURAM,NSE:MANAPPURAM-EQ,Financial Services,328.45,5140247,1452893739,60,248.61,324.57,75.97,30.56,0,0,0,False,range too wide: 30.56% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.56% > 20.0%
MRPL,NSE:MRPL-EQ,Oil Gas & Consumable Fuels,150.53,14706146,2749233123,60,147.95,210.0,62.06,41.94,0,0,0,False,range too wide: 41.94% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 41.94% > 20.0%
MANKIND,NSE:MANKIND-EQ,Healthcare,2418.1,681433,1542757741,60,1964.29,2552.2,587.91,29.93,0,0,0,False,range too wide: 29.93% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.93% > 20.0%
MFSL,NSE:MFSL-EQ,Financial Services,1724.7,794267,1302432922,60,1467.82,1854.74,386.92,26.36,0,0,0,False,range too wide: 26.36% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.36% > 20.0%
MAZDOCK,NSE:MAZDOCK-EQ,Capital Goods,2451.6,2162446,5311186256,60,2154.49,2742.85,588.36,27.31,0,0,0,False,range too wide: 27.31% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.31% > 20.0%
MEESHO,NSE:MEESHO-EQ,Consumer Services,193.19,20424819,3854491535,60,135.41,210.07,74.66,55.14,0,0,0,False,range too wide: 55.14% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 55.14% > 20.0%
MOTILALOFS,NSE:MOTILALOFS-EQ,Financial Services,865.3,1138870,878027539,60,651.15,894.3,243.14,37.34,0,0,0,False,range too wide: 37.34% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 37.34% > 20.0%
MPHASIS,NSE:MPHASIS-EQ,Information Technology,2259.2,607456,1351111636,60,2038.93,2441.41,402.48,19.74,4,1,0,False,resistance touches 1 < 2,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,resistance touches 1 < 2
MCX,NSE:MCX-EQ,Financial Services,3297.7,3344316,9203491226,60,2359.25,3424.22,1064.97,45.14,0,0,0,False,range too wide: 45.14% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 45.14% > 20.0%
NATCOPHARM,NSE:NATCOPHARM-EQ,Healthcare,1177.0,1123540,1156953745,60,925.15,1215.15,290.0,31.35,0,0,0,False,range too wide: 31.35% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.35% > 20.0%
NBCC,NSE:NBCC-EQ,Construction,95.44,12207812,1104086326,60,79.96,99.51,19.55,24.45,0,0,0,False,range too wide: 24.45% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.45% > 20.0%
NCC,NSE:NCC-EQ,Construction,150.13,3095233,470995054,60,134.19,169.73,35.55,26.49,0,0,0,False,range too wide: 26.49% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.49% > 20.0%
NLCINDIA,NSE:NLCINDIA-EQ,Power,343.55,5942602,1896800913,60,243.09,363.99,120.91,49.74,0,0,0,False,range too wide: 49.74% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 49.74% > 20.0%
NMDC,NSE:NMDC-EQ,Metals & Mining,89.71,24064125,2029949343,60,75.98,92.1,16.12,21.22,0,0,0,False,range too wide: 21.22% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.22% > 20.0%
NTPCGREEN,NSE:NTPCGREEN-EQ,Power,103.25,16912316,1722757277,60,85.31,115.3,29.99,35.15,0,0,0,False,range too wide: 35.15% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 35.15% > 20.0%
NATIONALUM,NSE:NATIONALUM-EQ,Metals & Mining,411.45,12752906,5053126482,60,346.98,441.82,94.84,27.33,0,0,0,False,range too wide: 27.33% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.33% > 20.0%
NAVA,NSE:NAVA-EQ,Power,609.45,945824,630873659,60,536.13,733.93,197.8,36.89,0,0,0,False,range too wide: 36.89% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.89% > 20.0%
NESTLEIND,NSE:NESTLEIND-EQ,Fast Moving Consumer Goods,1426.7,1829467,2463422778,60,1166.98,1491.1,324.12,27.77,0,0,0,False,range too wide: 27.77% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.77% > 20.0%
NETWEB,NSE:NETWEB-EQ,Information Technology,3863.0,1728892,6347124435,60,3069.88,4430.62,1360.74,44.33,0,0,0,False,range too wide: 44.33% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.33% > 20.0%
NEWGEN,NSE:NEWGEN-EQ,Information Technology,434.0,1936072,928902933,60,415.0,534.05,119.05,28.69,0,0,0,False,range too wide: 28.69% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.69% > 20.0%
NAM-INDIA,NSE:NAM-INDIA-EQ,Financial Services,1092.6,1067941,1041043091,60,811.05,1114.18,303.14,37.38,0,0,0,False,range too wide: 37.38% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 37.38% > 20.0%
NIVABUPA,NSE:NIVABUPA-EQ,Financial Services,84.12,2569861,204088517,60,68.35,85.54,17.19,25.15,0,0,0,False,range too wide: 25.15% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.15% > 20.0%
NUVAMA,NSE:NUVAMA-EQ,Financial Services,1498.9,522005,720852629,60,1124.22,1565.32,441.09,39.24,0,0,0,False,range too wide: 39.24% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.24% > 20.0%
NUVOCO,NSE:NUVOCO-EQ,Construction Materials,325.9,507283,156915193,60,279.89,336.27,56.38,20.15,0,0,0,False,range too wide: 20.15% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.15% > 20.0%
OBEROIRLTY,NSE:OBEROIRLTY-EQ,Realty,1691.6,578827,910270374,60,1413.7,1737.06,323.36,22.87,0,0,0,False,range too wide: 22.87% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.87% > 20.0%
OLECTRA,NSE:OLECTRA-EQ,Automobile and Auto Components,1229.2,1153938,1306484524,60,877.86,1310.35,432.49,49.27,0,0,0,False,range too wide: 49.27% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 49.27% > 20.0%
PAYTM,NSE:PAYTM-EQ,Financial Services,1123.1,2844700,3128786873,60,971.83,1196.95,225.12,23.16,0,0,0,False,range too wide: 23.16% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.16% > 20.0%
ONESOURCE,NSE:ONESOURCE-EQ,Healthcare,1783.0,518205,827472667,60,1275.94,1874.61,598.66,46.92,0,0,0,False,range too wide: 46.92% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 46.92% > 20.0%
POLICYBZR,NSE:POLICYBZR-EQ,Financial Services,1787.2,1700883,2694071070,60,1409.83,1831.5,421.66,29.91,0,0,0,False,range too wide: 29.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.91% > 20.0%
PCBL,NSE:PCBL-EQ,Chemicals,290.05,2984657,820083025,60,239.75,312.57,72.82,30.37,0,0,0,False,range too wide: 30.37% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.37% > 20.0%
PGEL,NSE:PGEL-EQ,Consumer Durables,468.05,3766047,1937945860,60,451.17,621.03,169.86,37.65,0,0,0,False,range too wide: 37.65% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 37.65% > 20.0%
PNBHOUSING,NSE:PNBHOUSING-EQ,Financial Services,1086.5,1439292,1347482078,60,749.48,1091.77,342.29,45.67,0,0,0,False,range too wide: 45.67% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 45.67% > 20.0%
PARADEEP,NSE:PARADEEP-EQ,Chemicals,127.95,6621840,802689963,60,105.74,137.83,32.09,30.35,0,0,0,False,range too wide: 30.35% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.35% > 20.0%
PERSISTENT,NSE:PERSISTENT-EQ,Information Technology,5094.7,777171,3832970299,60,4550.68,5505.36,954.68,20.98,0,0,0,False,range too wide: 20.98% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.98% > 20.0%
PETRONET,NSE:PETRONET-EQ,Oil Gas & Consumable Fuels,278.45,4938597,1363701770,60,244.36,316.32,71.96,29.45,0,0,0,False,range too wide: 29.45% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.45% > 20.0%
PHOENIXLTD,NSE:PHOENIXLTD-EQ,Realty,1779.4,510451,852071594,60,1474.66,1842.72,368.05,24.96,0,0,0,False,range too wide: 24.96% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.96% > 20.0%
PWL,NSE:PWL-EQ,Consumer Services,112.2,7079218,663481668,60,79.37,115.03,35.66,44.93,0,0,0,False,range too wide: 44.93% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.93% > 20.0%
PINELABS,NSE:PINELABS-EQ,Financial Services,139.19,5501501,874926568,60,143.19,207.8,64.61,45.12,0,0,0,False,range too wide: 45.12% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 45.12% > 20.0%
PIRAMALFIN,NSE:PIRAMALFIN-EQ,Financial Services,1953.2,551929,1051437984,60,1674.62,2030.05,355.42,21.22,0,0,0,False,range too wide: 21.22% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.22% > 20.0%
PPLPHARMA,NSE:PPLPHARMA-EQ,Healthcare,178.1,5289784,863384067,60,135.11,184.74,49.63,36.73,0,0,0,False,range too wide: 36.73% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.73% > 20.0%
POLYCAB,NSE:POLYCAB-EQ,Capital Goods,9588.0,529826,4255556112,60,6798.73,9309.85,2511.12,36.94,0,0,0,False,range too wide: 36.94% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.94% > 20.0%
POONAWALLA,NSE:POONAWALLA-EQ,Financial Services,399.85,2021894,850469575,60,371.67,468.5,96.83,26.05,0,0,0,False,range too wide: 26.05% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.05% > 20.0%
PFC,NSE:PFC-EQ,Financial Services,431.65,8399104,3613308706,60,386.29,477.92,91.63,23.72,0,0,0,False,range too wide: 23.72% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.72% > 20.0%
PREMIERENE,NSE:PREMIERENE-EQ,Capital Goods,1014.5,2498634,2257228421,60,698.44,1045.1,346.66,49.63,0,0,0,False,range too wide: 49.63% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 49.63% > 20.0%
PRESTIGE,NSE:PRESTIGE-EQ,Realty,1397.7,947205,1243743202,60,1137.12,1483.38,346.26,30.45,0,0,0,False,range too wide: 30.45% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.45% > 20.0%
